1364767668,93.25,12.67148205
1364767669,93.3,80.62851795
1364767693,100,20
1364767694,100,1
1364767696,100,5.9
1364767699,100,29.83387851
1364767701,100,20
1364767705,100,10
1364767709,100,1
1364767711,100,5.56612149
1364767767,93.3,33.67686227
1364767879,93.35,4.88007465
1364767880,93.37227,0.09833877
1364767880,93.38158,0.05838666
1364767881,93.47,14.96319992
1364767937,93.47,2.02162704
1364767992,93.03001,1.29711072
1364767993,93.03,3.68828928
1364768801,93.04399,4.22983356
1364768810,93.04399,4.22983356
1364768818,93.04399,4.22983356
1364768901,93.34999,3.6608153
1364768902,93.35,1.3391847
1364769311,93.19999,0.88482338
1364769313,93.2,1
1364769314,93.34998,2.14182124
1364769317,93.35,35.97335538
1364770434,93.25,3.34645071
1364770435,93.29,2
1364770437,93.3,12.95354929
1364770441,93.1,8.24410144
1364770454,93.1,8.24410144
1364770463,93.1,5.82229644
1364770830,93.37999,0.13540256
1364771192,93.38001,0.09323231
1364771192,93.37999,2.17949496
1364771199,93.37999,1.13636364
1364771223,93.37999,5.10909076
1364771493,93.48001,0.01528109
1364771511,93.48001,1.93740094
1364771511,93.37999,2.03005191
1364771533,93.48001,1.93740094
1364771533,93.37999,2.69022479
1364771534,93.3,5
1364771534,93.2,0.15932216
1364771540,93.48001,0.01763881
1364771570,93.48797,0.00981988
1364771581,93.48797,0.01011196
1364771593,93.48797,1.04556818
1364771602,93.48797,0.00091145
1364771614,93.48797,0.00329144
1364772185,93.4847,16.06
1364772526,93.40001,3.4
1364773004,93.10001,1.98190092
1364773004,93.1,0.29082635
1364774739,93.17,0.6276
1364774897,93.16999,1.59404198
1364774898,93.17,1
1364774899,93.29,7.40595802
1364776026,93.10999,0.43382
1364776567,93.24,0.25
1364776575,93.24,0.25
1364776589,93.24,0.25
1364776598,93.24,0.25
1364776607,93.24,0.25
1364776718,93.478,39.91559586
1364776720,93.48799,5.1760007
1364776721,93.497,2.99681883
1364776722,93.498,10
1364776724,93.4989,0.26516861
1364776725,93.499,1
1364776729,93.5,140.646416
1364776829,93.5,200
1364776866,93.5,30
1364776997,93.53001,0.03087211
1364776999,93.55,0.01
1364777000,93.56802,0.02058012
1364777001,93.57,0.01
1364777002,93.58,0.01
1364777004,93.59,0.01
1364777005,93.61,0.01
1364777007,93.61574,0.09857348
1364777008,93.61576,0.07806099
1364777009,93.62,0.01
1364777012,94,1
1364777013,93.63,0.02
1364777015,93.63585,0.01033262
1364777016,93.64,0.01
1364777017,93.643,0.67158068
1364777026,93.57,0.01
1364777028,93.61576,0.07806099
1364777032,93.64,9.91193901
1364777081,93.64,10
1364777559,93.74,2
1364778079,93.8,3
1364778867,92.49999,0.01868636
1364778868,92.5,3.29749364
1364778870,92.5,70
1364778919,92.5,5
1364780323,92.70002,15
1364783442,93.15501,1.37324794
1364783443,93.15503,3.62675206
1364786104,93.7,10.09
1364786164,93.7,5
1364786631,93.765,0.1
1364786632,93.77,0.1
1364786633,93.775,0.1
1364786634,93.77655,0.01767059
1364786635,93.78,0.1
1364786636,93.78157,0.01794297
1364786638,93.785,0.1
1364786638,93.7866,0.05500729
1364786639,93.78661,0.01792366
1364786641,93.789,0.41280839
1364786642,93.78999,0.01
1364786643,93.79,5.9686471
1364790228,94.06751,10
1364790271,94,15
1364792006,94.00001,1.86820897
1364792007,94,2.13179103
1364792029,94,4
1364792128,94.00001,0.9
1364792180,94.48,50
1364792240,94.00001,0.1
1364796548,93.55,1.70287067
1364797815,93.55001,1
1364797830,93.55001,1
1364799126,94,0.1045
1364800325,94.22999,0.08882626
1364800326,94.23,1.88117374
1364803539,94.39986,0.73711205
1364803541,94.39987,4
1364803542,94.4,1.6
1364803543,94.48,13.32288795
1364803548,94,0.39772727
1364803556,94,0.56818182
1364803569,94,1.13636364
1364803577,94,0.56818182
1364803637,94.48,16.64326616
1364803639,94.5,6.07
1364803640,94.55,10
1364803642,94.588,2
1364803644,95,22.36673384
1364803700,95,1
1364803701,95,4
1364804090,94.59998,0.58294485
1364804091,94.6,2.75711507
1364804093,95,17.97994008
1364804170,95,18.15
1364804220,95,18.14
1364804277,95,18.14
1364804319,94.60998,3.92885378
1364804321,95,14.21114622
1364804477,94.59999,0.12318864
1364804479,95,14.10681136
1364804540,95,12
1364804619,95,12.03
1364804710,95,10.47
1364804988,94.15,0.01
1364804990,95,1.51
1364808813,94.05,5
1364808974,94,5
1364809303,94.98,5
1364809514,94.98,9.92
1364809552,94.98,5
1364809642,94.98,5
1364809674,94.98,5
1364809735,94.98,8.87
1364809736,94.98,40
1364809801,94.98,31
1364809813,95.00841,7.66404925
1364809814,95.00001,12.33595075
1364809815,95.00001,21.53924701
1364809842,95.5,1
1364809844,95.2,36
1364810151,95.89999,0.17456218
1364810152,95.9,2
1364810153,95.95,2.0057001
1364810155,95.9517,0.03415852
1364810156,95.98,2
1364810157,95.9877,0.82
1364810158,95.98856,0.5
1364810159,95.9898,1.1
1364810160,95.99,2
1364810161,95.998,0.01
1364810162,95.999,10
1364810164,95.99999,1
1364810165,96,0.1555792
1364810167,95.5,19.97239117
1364810354,96,10
1364810795,96.675,12
1364810938,98,40
1364810984,97.97,0.3708
1364810984,98,0.1
1364810984,98.0226,0.03415852
1364810984,98.1,9.49504148
1364811163,98,3
1364811263,98,2
1364811265,98,8
1364811273,98,2
1364811384,97.75112,3.93451264
1364811611,97.5,8.93451264
1364811726,97.5,40
1364811785,95.98264,20.1581164
1364811885,96.79997,5.407
1364811935,96.999,3
1364811955,96.99797,1.27240161
1364811956,96.99898,4.373
1364811957,97,6.28202167
1364812034,97.39,2.50746032
1364812075,97.47999,0.01368424
1364812076,97.48,0.98631576
1364812526,97.7,4.45281096
1364812527,97.8154,8.54718904
1364812746,97.999,0.65154484
1364812766,98.01906,0.01353974
1364812896,98.3965,1.23832481
1364812897,98.4,2.2403376
1364812897,98.41,1.06
1364813157,97.7,0.1
1364813159,97.7,0.1
1364813161,97.7,0.1
1364813163,97.7,0.1
1364813167,97.7,0.1
1364813169,97.7,0.1
1364813466,98,5.20374699
1364813658,97,0.94
1364813976,98.5,20
1364814498,97.4,1.2
1364815661,98.5,19.4
1364815765,98.55001,0.6
1364815797,98.5626,6
1364815907,98.55,0.3
1364816059,98.5,10
1364816088,98.8,15
1364816140,98.8,3
1364816806,99,18
1364817215,99.01,6
1364817483,99.9,3.5
1364817929,99.62055,0.12235282
1364817930,99.62054,0.5459338
1364817940,99.62055,0.12235282
1364817942,99.62054,0.5459338
1364817952,99.62055,0.12235282
1364817953,99.62054,0.5459338
1364818049,99.007,8.17120678
1364818050,99.001,0.2323
1364818051,99.00001,1.59649322
1364818132,99.5,2.00485986
1364818162,99.5,4
1364818684,100,1.85
1364818712,100,1
1364818727,100,10
1364818731,100,2.15
1364818782,100.98,1.7
1364818790,100.975,0.1
1364818791,99.99,2.06993281
1364819011,100.875,0.1
1364819117,100.775,0.1
1364819120,100.3,12.49198742
1364819175,101,0.1
1364819184,100.3,8.08866833
1364819186,100.2001,2.94813339
1364819194,100.98001,4.9
1364819303,101.01,0.05
1364819305,101.02,0.05
1364819415,101.45,2
1364819487,101.75,3.92108705
1364819488,101.78432,0.9824696
1364819489,101.7877,0.56
1364819636,101.51,0.32285309
1364819643,101.55,0.1538
1364819648,101,0.56818182
1364819657,101.51,0.02875
1364819723,101.75,0.63382074
1364819823,102.05,2.73
1364819922,101.74999,0.05009716
1364819953,102.1,0.18081068
1364820191,102.47,0.32
1364820258,102,0.06626616
1364820265,102.4,3.34
1364820318,102.6,3
1364820656,103.5,2.06409166
1364820669,103,20
1364820670,103,2
1364820671,103.1948,12.5975
1364820672,103.01,14.4025
1364820707,103.9,0.9
1364820734,104.0804,1.03617317
1364820736,104.1877,0.5
1364820737,104.2,0.01
1364820738,104.23,7.45382683
1364820800,104.9,3
1364820804,104.9,22
1364820808,104.9998,1
1364820809,105,10
1364820810,105,12
1364820810,104.75,188.89890387
1364820811,104.77,156.10109613
1364820818,104,0.71
1364820822,104,4.29
1364820823,104.6,3
1364820887,104.6,9
1364820945,104.59999,0.01168837
1364820946,104.6,23.64831163
1364820984,104,4.71
1364820998,100,1.437
1364821018,104,5.0195
1364821019,103.51991,14.9805
1364821028,103.51991,20
1364821030,104,0.0768085
1364821038,103.51991,20
1364821065,103.6,5
1364821118,103.5,0.5
1364821245,105.9,2
1364821268,104.4,1
1364821280,104.4,13.16
1364821326,104.4,18.02673972
1364821327,105,1
1364821335,103.51,4.15
1364821348,104.4,5.97326028
1364821439,105.175,0.1
1364821440,105.125,0.1
1364821440,105.075,0.1
1364821441,105.04,0.6937
1364821655,103.00999,4.23507005
1364821655,103.00001,3
1364821656,103,12.76492995
1364821686,103,2
1364821699,103,43
1364821703,103.5199,0.98
1364821737,102.6,5
1364821745,102.77393,0.01235162
1364821746,102.555,0.08764838
1364821900,100.2598,1
1364821901,100.1,0.73979566
1364821902,100.077,8
1364821903,100.035,0.01019483
1364821903,100.02216,0.01
1364821904,100.01,0.24000951
1364821997,100,25
1364822136,100.80601,0.00282526
1364822229,100.9,21.9
1364822245,100.9,16.94013
1364822277,100.00999,2.72303
1364822309,100.9,1.42684
1364822315,100,92.98194194
1364822317,99.99,25.0005
1364822319,99.98,1.83500279
1364822322,99.9467,1
1364822324,99.91459,0.1737
1364822327,99.89,0.00378576
1364822329,99.8888,1
1364822331,99.87369,0.505
1364822331,99.85856,1.27814566
1364822331,99.84,0.01019491
1364822332,99.82867,0.13205
1364822332,99.777,10.3832
1364822332,99.75,62.5313
1364822332,99.73889,0.01
1364822332,99.69697,0.4213
1364822333,99.67697,1.00324074
1364822333,99.645,0.01019489
1364822333,99.61,0.1178
1364822333,99.60021,0.01
1364822333,99.59,3.04
1364822333,99.54861,0.012528
1364822333,99.54,2.00924252
1364822334,99.50846,1.27796488
1364822334,99.5,9.4799
1364822334,99.47579,0.505
1364822334,99.47254,0.013176
1364822334,99.45,0.01019487
1364822335,99.4,13.81779704
1364822342,100.00999,2.72303
1364822347,100.81,25
1364822348,100.01,0.5
1364822365,100,15
1364822372,96.3,0.5808
1364822498,100.5,3
1364822668,100.28,1.01038338
1364822669,100.11,1
1364822669,100.1,2.98961662
1364822767,100.01,3.68
1364822805,100,0.23849965
1364822839,99.4,0.04351969
1364822840,99.77876,1.00221731
1364822860,99.15,15.2511
1364822865,99.15,27.25718608
1364822867,99.08,31.22499385
1364822868,99.07947,0.505
1364822869,99.06,32.01019483
1364822870,99.05,12
1364822871,99.03,5
1364822872,99.01505,11.10904625
1364822874,99.01,31.18685862
1364822874,99.0071,0.1
1364822875,99.007,10
1364822876,99.001,2
1364822877,99.00001,9.51690011
1364822878,99,117.55135058
1364822879,98.95,1
1364822882,98.934,33.3
1364822882,98.8888,2
1364822883,98.865,0.01019491
1364822884,98.85897,0.01271658
1364822885,98.83782,0.13409
1364822886,98.82287,0.01308385
1364822887,98.81,13.71704594
1364822887,98.80836,1.27717459
1364822888,98.8,10
1364822889,98.70342,93.18138506
1364822918,100,34.25
1364822948,98.70342,3
1364822978,98.8,0.24754331
1364822982,98.8,0.00007739
1364823010,99,3
1364823108,99,14
1364823147,98.9,1.13130484
1364823148,99,8.86869516
1364823278,99.00001,1
1364823349,99,78.80237285
1364823350,99.00001,11.19762715
1364823353,99.00001,50
1364823379,99,10
1364823398,99,4
1364823448,99,0.5
1364823470,99,1
1364823490,100.01,8.9602142
1364823491,100.2268,0.01301032
1364823492,100.30826,1.26428732
1364823494,100.34724,0.01230749
1364823495,100.48703,1
1364823498,100.5,31.4220954
1364823499,100.52118,0.01239511
1364823501,100.52502,0.01304424
1364823502,100.59666,0.01228089
1364823505,101,18.66036503
1364823528,100.30826,0.23751184
1364823529,100.65836,1.26510389
1364823531,100.8355,0.01263322
1364823532,100.875,0.1
1364823533,100.9,8.38475105
1364823630,100.33511,0.1337
1364823631,100.36521,0.1337
1364823633,101,2
1364823633,100.65382,0.85623812
1364823634,100.989,9.9432
1364823635,100.99,5.201
1364823636,100.99999,0.06992412
1364823750,101.99,0.07343093
1364823759,101.99,0.07343093
